beta,gamma,sigma
17.566563572957502,17.33333333238293,0.17852726978104566
17.550888868265673,17.333333332426008,0.19482754421487125
17.557480404284863,17.333333332208003,0.1942219278911196
17.562517898076564,17.333333332345006,0.18129167967772467
17.568901870284215,17.333333332362788,0.17789784426357327
17.552905317992895,17.333333332295872,0.19402057965725136
17.543590410776982,17.33333333251891,0.19585733938177893
17.560098395427257,17.33333333237191,0.18806089215722513
17.562108588241326,17.33333333235697,0.1808266006780426
17.556829626691805,17.33333333239672,0.19387113749450455
17.549233617959604,17.333333332419162,0.19389485464880774
17.55994691305972,17.33333333238413,0.1772441261243815
17.555198125004484,17.33333333247926,0.1846040575429108
17.568110662843694,17.33333333236157,0.18488147804090366
17.566794495231264,17.33333333238969,0.17490005075470866
17.556619456525784,17.333333332368426,0.18556138298524996
17.55164134463962,17.333333332353586,0.1938881007842114
17.560794353558666,17.333333332468477,0.1714314623252109
17.56247120521804,17.333333332365882,0.18280320693888003
17.56406336480389,17.333333332397462,0.18895627732034753
17.561140349687914,17.333333332310957,0.18505238296023002
17.56427752282672,17.333333332453506,0.18309186537381084
17.575393305494394,17.333333332490405,0.15899810203755638
17.554749530503294,17.333333332305976,0.19159815483991122
17.56495672020287,17.33333333238598,0.1733393400469092
17.562277494579423,17.333333332380587,0.18413513796436157
17.560859166718583,17.33333333231909,0.18610687472793372
17.555270723518532,17.333333332385585,0.18934652600722188
17.56122699414932,17.33333333231973,0.19128599465688645
17.563781477111043,17.33333333239595,0.17814632191213267
17.55099323838648,17.333333332450575,0.19297373245845986
17.563206233212576,17.333333333332284,0.18842482323111623
17.5555818350208,17.333333332280382,0.20725359723347886
17.55664549312628,17.333333332357267,0.1971726216686165
17.548049122624317,17.333333332405317,0.18940594787808568
17.555020338368372,17.333333332333197,0.19370503992649746
17.561957374171126,17.33333333236169,0.18280262126431224
17.549847963022504,17.333333332348207,0.1894160074013698
17.55289671750227,17.333333332476066,0.1813847550091449
17.557395654635425,17.333333332420676,0.19275016074322573
17.571434606641056,17.33333333233032,0.1729896127057198
17.553336059501618,17.333333332455787,0.18506673342538657
17.557563093314894,17.333333332368813,0.18478754926096286
17.567598944646562,17.3333333323546,0.18687589146152267
17.569960371243706,17.333333332560546,0.1644787542311976
17.549804927886726,17.333333332403722,0.19646311532705604
17.569609992897657,17.333333332362614,0.18566458719856377
17.56007830008998,17.33333333247084,0.17995217947833547
17.554273593280154,17.333333332370408,0.19050741631596224
17.562858834433598,17.333333332415787,0.17605488813514028
17.55739034053073,17.33333333242258,0.18142894023561823
17.55768993041308,17.333333332348086,0.19207903456217765
17.564669931077106,17.333333332374266,0.182564836844619
17.552635679945837,17.33333333251749,0.19165896845467145
17.552467752804088,17.333333332297208,0.20240848531217706
17.559039577350426,17.333333332364912,0.187382075891034
17.593187793486276,17.33333333256986,0.1222785379642334
17.548636774774593,17.333333332383262,0.19621307698450097
17.557446584375132,17.33333333222875,0.19452948837159728
17.58155764345793,17.333333332482695,0.15291199280427514
17.55910599133883,17.333333332319025,0.17952798164881634
17.556974819234213,17.333333332437,0.18450456651492864
17.556581247084225,17.33333333234024,0.1901044792044502
17.565868774219467,17.33333333242881,0.17496919936866415
17.567935765193486,17.333333332353742,0.1716537382605784
17.553335280031195,17.333333332430207,0.19277903590406872
17.55414954331026,17.33333333240491,0.18971141285292936
17.57166550067209,17.33333333234135,0.18315864771398513
17.560680699099965,17.33333333227015,0.1871878033743058
17.560179457274785,17.333333332371485,0.18672549159515842
17.558669871752958,17.333333332333943,0.1957383209117602
17.570472152143953,17.333333332228165,0.17908950050654557
17.563074942141828,17.333333332354975,0.18986097006992975
17.5705336247676,17.333333332342114,0.17118056792296452
17.557030636206523,17.333333332400485,0.18288054463795625
17.591882794516128,17.333333332602756,0.12181518409161403
17.56945484525527,17.333333332263425,0.1828451728990226
17.561805311393744,17.333333332381653,0.18463251438467523
17.55958433765701,17.333333332394655,0.18622162313018661
17.564849433063994,17.33333333242545,0.18125242907190012
17.560340085117243,17.333333332385504,0.18182316524406164
17.5438101893501,17.333333332392634,0.20093417890183676
17.55490073861098,17.33333333219414,0.20194669407154592
17.562622002061378,17.33333333232494,0.18308531489907892
17.550981384076184,17.33333333239951,0.1937112834594769
17.559863063163412,17.333333332306495,0.1935677030278419
17.55653715270354,17.33333333234852,0.18940834615666247
17.56667007498485,17.33333333236898,0.18637082808339497
17.559688487536537,17.33333333240243,0.17454381816723188
17.56007713570707,17.3333333323615,0.1831192629627827
17.562471651744435,17.333333332273988,0.18762791765001802
17.5587445848561,17.333333332442614,0.17780052951669253
17.555090567190867,17.333333332521686,0.17617215019162022
17.55960073665142,17.333333332431145,0.1831845692143558
17.559153011144534,17.333333332421926,0.18938321502344727
17.576073340493494,17.333333332417943,0.16056739911274642
17.58632705034188,17.333333332543905,0.12608189154778862
17.550741797925998,17.33333333232548,0.19459623676881746
17.557150343285738,17.33333333231338,0.18824514469921463
17.569486496157,17.33333333229082,0.18074755356366318
17.559471105794064,17.333333332359278,0.18707595147598574
17.571538743851317,17.333333332438514,0.16943276985827274
17.560364055970645,17.33333333233142,0.18348593583721842
17.55684071830047,17.333333332435995,0.1954715295623739
17.573189401839272,17.333333332437324,0.16826427364584456
17.560427232820697,17.33333333232851,0.17911300696195642
17.560725646914744,17.33333333245569,0.1741706282552501
17.55240530796777,17.33333333229254,0.1909777439996083
17.572274122765865,17.333333332442788,0.1672567231611331
17.585850324182115,17.33333333259843,0.1303088606103153
17.565808294026493,17.333333332449314,0.17722676338268378
17.565247409848602,17.333333332359615,0.18078806364717992
17.55759246443172,17.33333333244039,0.1828872125249467
17.56513123637856,17.333333332391685,0.16795347923130735
17.55630828544882,17.333333332333726,0.1900227105176069
17.567376112397795,17.33333333238774,0.17518471215714482
17.56082876567142,17.333333332306008,0.18597125422723093
17.55614205190158,17.333333332337357,0.18739894548059377
17.591608083063583,17.333333332588662,0.12498486368394678
17.55888489334663,17.333333332344175,0.19278138547691137
17.554798813349397,17.3333333324676,0.17978393690040934
17.560692155670523,17.333333332357345,0.18515406268718618
17.561197567699374,17.333333332486557,0.17832506035976942
17.561635052668382,17.333333332392048,0.18584172174025848
17.569139371088138,17.333333332385244,0.17292311142252217
17.560700637728413,17.33333333231677,0.18937885331217924
17.544019814254185,17.33333333252108,0.1917224758248199
17.560500178439803,17.333333332303337,0.1897736951254183
17.551545949306938,17.33333333234959,0.1805653917074402
17.561068895708903,17.333333332492632,0.1769757776377053
17.562747766022852,17.33333333237349,0.17762733153465143
17.55150817110284,17.333333332427646,0.19583993825152343
17.55066572969479,17.333333332394666,0.18436657774326898
17.554106957848347,17.333333332420665,0.18536743252167975
17.559728378180292,17.333333332372476,0.17799851824371304
17.540775550712432,17.333333332396574,0.19166427595811392
17.550995149403786,17.333333332489673,0.18565310714458177
17.57752985012161,17.333333332351337,0.16854410201781142
17.55701485560269,17.33333333232947,0.1961901127698838
17.55874978546807,17.333333332333,0.19283111747019138
17.55813160085878,17.333333332272193,0.19277205982387965
17.559993565574608,17.33333333226067,0.18832060790949046
17.556288301248337,17.333333332369747,0.1890868958713245
17.562071138231573,17.33333333233294,0.19157066906344142
17.553291110340222,17.333333332360098,0.19573959023114296
17.563376476919462,17.333333332251474,0.1826561519344265
17.5607143771941,17.333333332268854,0.1873154795116139
17.59610991588587,17.333333332560205,0.11749573090732052
17.56349141041714,17.33333333239548,0.18079628887612642
17.554383084834285,17.333333332252824,0.19214638497065645
17.557288339973912,17.33333333244094,0.18196150946904824
17.563175445261088,17.333333332255688,0.18863795776757736
17.553247142320437,17.333333332542427,0.1854322041642364
17.5677823315719,17.333333332317665,0.18314051914511398
17.556871079616048,17.33333333240268,0.18186741743104454
17.559886072106313,17.33333333241935,0.18665871618383623
17.558368110606597,17.33333333233608,0.19710436549243762
17.558318192705705,17.333333332408465,0.19070645594284646
17.548293939463722,17.333333332438198,0.1868098273282391
17.560687565585557,17.333333332405996,0.18620893846447953
17.550316414398715,17.333333332435505,0.19291004783970134
17.55620978224695,17.33333333249701,0.1838205687821767
17.567521326690304,17.33333333235016,0.18043201102386558
17.572209950476722,17.33333333230348,0.1673424899090744
17.554381006425228,17.3333333324014,0.18996338790546716
17.554512693712386,17.33333333233428,0.19566699133832735
17.552521134826055,17.333333332299013,0.1985781264708976
17.565529625221792,17.33333333246113,0.17740455196300525
17.56388899442035,17.33333333240153,0.1851813698000872
17.559568914777515,17.333333332318347,0.1891218280230084
17.568291630806197,17.33333333222804,0.1965837473738268
17.56211613765868,17.333333332441235,0.1817187503950816
17.567510985592776,17.33333333246745,0.17050736110845408
17.556304320947678,17.33333333248778,0.18293385166339762
17.585859637575826,17.333333332593142,0.13397048027132322
17.562028397647307,17.333333332378153,0.18491694298575378
17.563439977876754,17.333333332484223,0.1706352336171046
17.553582514404905,17.333333332496814,0.19128312230713254
17.550677270053324,17.33333333247902,0.18398953804051846
17.575645648403594,17.333333332388108,0.16757949407403813
17.57870440690909,17.333333332410717,0.15786596291203459
17.553405652939976,17.33333333227236,0.19382771280147218
17.557400780337804,17.33333333238316,0.19011567105933072
17.56574910640971,17.333333332417475,0.1724317916781593
17.598977188936335,17.33333333254059,0.11968603689397214
17.586965544590683,17.333333332586307,0.1372699885811596
17.56686674027132,17.3333333322786,0.19310268167442696
17.57540986333297,17.333333332282685,0.17796586436986703
17.556156161022464,17.33333333241191,0.18716762980871882
17.572905836910504,17.333333332334227,0.17416965112491992
17.564200474772417,17.33333333235327,0.1923026755011613
17.55472520817701,17.33333333227647,0.19432340355450775
17.5534603996258,17.333333332487282,0.18250302446597333
17.56760037457894,17.333333332327545,0.18024729214432947
17.556626924399307,17.333333332422274,0.1842734816532849
17.55162585417475,17.333333332523587,0.18210214327620997
17.554306697471308,17.333333332341635,0.19095452319110812
17.56028833243561,17.333333332320304,0.19209818454151625
17.55582666848254,17.333333332365367,0.19093256339496922
17.55628062945918,17.33333333236388,0.18850556988436015
17.5550798324168,17.33333333229101,0.1825987003308192
17.562037772869566,17.333333332462498,0.18354178478444164
17.562673599479155,17.333333332318315,0.18281984677846377
17.55261450583049,17.33333333235443,0.18729365179965643
17.556140531441503,17.33333333235883,0.1923897191457851
17.56417564240532,17.33333333238438,0.18141593595362537
17.565843506942844,17.333333332266484,0.18929592699623132
17.562133461979688,17.333333332372277,0.18056269009269085
17.553837468059438,17.333333332426534,0.19023060456623286
17.54255707405691,17.33333333247071,0.1885097984365624
17.556307466599613,17.33333333228615,0.18559696886305488
17.55832857788649,17.333333332393842,0.18550938576100803
17.56302057981702,17.33333333234371,0.1886763020961199
17.547038595397485,17.33333333244189,0.1929757601820953
17.555845670926278,17.333333332429156,0.18704809949294401
17.565641685054604,17.33333333234551,0.17369937093213442
17.55966449013039,17.333333332377034,0.18185119284325496
17.573110830760893,17.33333333237083,0.16289543461037273
17.567480470842305,17.333333332456075,0.17900083756587926
17.55657067318657,17.333333332228882,0.1992320604874041
17.553642197966564,17.33333333233653,0.19059173993639603
17.55695652386753,17.333333332399942,0.1872280074369115
17.558427029001546,17.33333333224684,0.18876736672528294
17.562451092810313,17.33333333243311,0.18083233810067817
17.57100135584463,17.333333332417563,0.1692398841353509
17.549420187118045,17.333333332376604,0.183739952378783
17.565407021910566,17.33333333229036,0.18239483736636955
17.55147643843875,17.333333332361455,0.19332429926171438
17.556597095114828,17.333333332341535,0.1849534264870891
17.558000317790107,17.33333333242256,0.19384642022038628
17.56223943014683,17.333333332347976,0.18155605213653486
17.561467952576482,17.33333333238004,0.18290070090525792
17.563610352768656,17.333333332309298,0.1733680491444069
17.562823282235446,17.33333333238663,0.1825828430298548
17.563729240393016,17.333333332412696,0.17499475906094533
17.571631166000387,17.333333332431085,0.16446074312456171
17.568001162345116,17.333333332381383,0.1727140252766687
17.56825045356776,17.33333333241667,0.17043287181916464
17.558205676567734,17.333333332412554,0.18092458602637349
17.564443019320763,17.333333332342615,0.1849587068090494
17.56304128774988,17.33333333224355,0.18917793530580385
17.565723168142462,17.3333333323041,0.17656587752040365
17.55129819611748,17.333333332336498,0.18783514395979545
17.560422134723222,17.333333332419738,0.1795076585610238
17.571379905273556,17.33333333252042,0.15900491288212437
17.55029260543523,17.333333332435203,0.1925078536552007
17.56520240689446,17.33333333235578,0.18188318353701827
17.55550036675017,17.333333332351184,0.19097724539495328
17.562971047785997,17.333333332233714,0.19351079060365833
17.579610957686256,17.333333332249467,0.17066583780752873
17.577776959973978,17.333333332383067,0.16768848044634652
17.547342787669905,17.333333332463067,0.18935550508118262
17.550576178568427,17.33333333229951,0.18882832859774756
17.55644342261374,17.333333332317487,0.19323079803110355
17.54238832924646,17.333333332442635,0.19246832657553015
17.557268047759813,17.333333332293446,0.19465384832708382
17.56479977103766,17.3333333323041,0.18496213262285668
17.562344054533217,17.333333332340388,0.18977414583507093
17.571115115493242,17.33333333234035,0.17191888635894656
17.566122196835583,17.33333333234816,0.18034362148681346
17.564000104982192,17.333333332349714,0.18815799414351275
17.557736291075926,17.33333333234408,0.19030055801117154
17.569346019812095,17.333333332386665,0.17743050314641337
17.56605692742575,17.33333333243998,0.16763464312483864
17.557849121171916,17.333333332356652,0.19585252144044804
17.58278777109422,17.33333333234397,0.1541686376482187
17.557605243176464,17.33333333237696,0.18589514273004795
17.563347844173546,17.33333333239946,0.180931109272672
17.551547654090456,17.333333332379695,0.18716336582429804
17.549146214780823,17.333333332334398,0.1998399234099402
17.561338190038928,17.333333332399853,0.1829897446437433
17.56665432110164,17.333333332385873,0.17060209534492782
17.55226878453451,17.33333333229024,0.20287765132741878
17.580930566803946,17.33333333238433,0.15429116653306546
17.553273346740276,17.333333332295318,0.20320414219226707
17.55195760383654,17.333333332317604,0.2020280762451889
17.551508882633158,17.333333332471703,0.18721916464145175
17.566188691934002,17.333333332287655,0.1863525801743487
17.569464570242157,17.333333332377453,0.17564477042654153
17.56292940701192,17.333333332357817,0.18765054025628808
17.565156255648237,17.333333332424537,0.179310784251319
17.56880777419477,17.333333332369012,0.17381520809177858
17.54753194736831,17.333333332426342,0.19568114651543078
17.563807317555945,17.333333332382686,0.18276608462128902
17.558091536405676,17.33333333235538,0.18859721100602303
17.557805383554353,17.33333333232126,0.19660302413805003
17.560199906409302,17.33333333239491,0.18709140533708896
17.57534644742587,17.33333333245402,0.1635146023835204
17.562547374247323,17.333333332377606,0.1841310234069904
17.564749989032297,17.333333332407193,0.17513283499506263
17.573693597459393,17.333333332445484,0.1628025864620796
17.56061896136344,17.333333332343305,0.17710979991272194
17.559856305615995,17.333333332337016,0.19251913056410938
17.562971057985667,17.333333332370554,0.18121200233209928
17.573425886158965,17.33333333237186,0.17479201906758973
17.566921429907474,17.333333332416966,0.17375817018054007
17.59043035085998,17.333333332596798,0.12127150004790878
17.567687016843678,17.33333333238448,0.172651096074461
17.56651279333381,17.333333332291975,0.18583845142874303
17.561780967626717,17.333333332373375,0.17687071158170778
17.564331283056084,17.333333332408372,0.18032547224955148
17.56478546265915,17.333333332460555,0.1809692552599801
17.552740906711765,17.333333332431845,0.18668790571515814
17.556454937235195,17.33333333234717,0.18605691857989637
17.561087875901308,17.333333332248415,0.19464258911097848
17.59448662057183,17.333333332578114,0.12304219479356199
17.561212448729357,17.33333333240466,0.18083600756098123
17.555505925320414,17.33333333244265,0.19352062890712468
17.54963547798044,17.33333333225836,0.20148138205483343
17.56019306548377,17.333333332355913,0.18872678344657012
17.55386447194087,17.333333332309515,0.19253927460860923
17.55551100510692,17.333333332218814,0.1923389853478278
17.550690187398278,17.333333332375897,0.1907349671308521
17.56207568714564,17.33333333232829,0.1839592910563081
17.557351492333428,17.33333333228896,0.1950204568373881
17.55482872135895,17.333333332407843,0.19233759444963003
17.564704255226932,17.333333332374597,0.18105215444655956
17.55538256957682,17.333333332429582,0.1802150144385909
17.558236927478294,17.33333333247601,0.18392447210375215
17.564157091811367,17.333333332427042,0.17976417416697077
17.554178567034153,17.333333332399484,0.19005891138909242
